JobID,Job_Title,Resume_ID,Name,Similarity_Score
DS-E1,Data Scientist - Experienced,472,Claire Harris,0.6744510311950348
DS-S1,Senior Data Scientist,592,Peter Thomas,0.7444397377015856
DS-S1,Senior Data Scientist,288,Rebecca Lewis,0.7081303693610482
DS-S1,Senior Data Scientist,856,Felicia Gonzalez,0.7002194972637148
DS-S1,Senior Data Scientist,752,Jacob Brown,0.6893499724968603
DS-S1,Senior Data Scientist,918,Michael Jimenez,0.6841648263907016
DS-S2,Lead Data Scientist,293,Katelyn Hopkins,0.693484239701404
DS-S2,Lead Data Scientist,850,Lori Lopez DDS,0.693484239701404
DS-S2,Lead Data Scientist,727,Ryan Mason,0.6775740641461564
DS-S2,Lead Data Scientist,918,Michael Jimenez,0.6390956140597459
DS-S2,Lead Data Scientist,418,James Bell,0.6390956140597459
DS-S3,Principal Data Scientist,175,Lisa Jones,0.698994680077208
DS-S3,Principal Data Scientist,775,Amy White,0.696502082665324
DS-S3,Principal Data Scientist,876,Brandi Hernandez,0.660079729607591
DS-S3,Principal Data Scientist,73,Scott Kidd,0.644060058331041
DS-S3,Principal Data Scientist,918,Michael Jimenez,0.6381320279952153
DS-S4,Machine Learning Scientist,592,Peter Thomas,0.7531657259931387
DS-S4,Machine Learning Scientist,856,Felicia Gonzalez,0.7121827758981122
DS-S4,Machine Learning Scientist,418,James Bell,0.6776728612496442
DS-S4,Machine Learning Scientist,918,Michael Jimenez,0.6776728612496442
DS-S4,Machine Learning Scientist,663,Gregory Alvarez,0.6728761879271503
DS-S5,Senior Machine Learning Engineer,592,Peter Thomas,0.6397090236557826
DS-S5,Senior Machine Learning Engineer,777,Traci Austin,0.6225012598183086
DS-S5,Senior Machine Learning Engineer,856,Felicia Gonzalez,0.6111585947011481
DS-S5,Senior Machine Learning Engineer,503,Eric Pena,0.5658671836777873
DS-S5,Senior Machine Learning Engineer,112,Richard Jones MD,0.5570707817981245
DS-S6,Lead Machine Learning Scientist,418,James Bell,0.7096528502375565
DS-S6,Lead Machine Learning Scientist,918,Michael Jimenez,0.7096528502375565
DS-S6,Lead Machine Learning Scientist,663,Gregory Alvarez,0.7046298176069016
DS-S6,Lead Machine Learning Scientist,657,Craig Howard,0.7018188050884802
DS-S6,Lead Machine Learning Scientist,175,Lisa Jones,0.7005943956398315
DS-S7,Data Science Team Lead,293,Katelyn Hopkins,0.6386291825643571
DS-S7,Data Science Team Lead,850,Lori Lopez DDS,0.6386291825643571
DS-S7,Data Science Team Lead,727,Ryan Mason,0.6239775123062439
DS-S7,Data Science Team Lead,918,Michael Jimenez,0.5921398079728499
DS-S7,Data Science Team Lead,418,James Bell,0.5921398079728499
FE-F-001,Fintech Engineer,850,Lori Lopez DDS,0.5266593191114801
FE-F-001,Fintech Engineer,293,Katelyn Hopkins,0.5266593191114801
FE-F-001,Fintech Engineer,727,Ryan Mason,0.5145765034609344
FE-F-001,Fintech Engineer,981,Juan Le,0.5138173232566065
FE-F-001,Fintech Engineer,55,James Jones,0.5138173232566065
FE-F-002,Fintech Engineer,850,Lori Lopez DDS,0.5239948651548363
FE-F-002,Fintech Engineer,293,Katelyn Hopkins,0.5239948651548363
FE-F-002,Fintech Engineer,727,Ryan Mason,0.5119731784064087
FE-F-003,Fintech Engineer,293,Katelyn Hopkins,0.5391939528652278
FE-F-003,Fintech Engineer,850,Lori Lopez DDS,0.5391939528652278
FE-F-003,Fintech Engineer,55,James Jones,0.5369971433708748
FE-F-003,Fintech Engineer,981,Juan Le,0.5369971433708748
FE-F-003,Fintech Engineer,708,Melissa Deleon,0.5348165406355817
FE-F-004,Fintech Engineer,850,Lori Lopez DDS,0.5239948651548363
FE-F-004,Fintech Engineer,293,Katelyn Hopkins,0.5239948651548363
FE-F-004,Fintech Engineer,727,Ryan Mason,0.5119731784064087
FE-F-005,Fintech Engineer,981,Juan Le,0.5052419108947337
FE-F-005,Fintech Engineer,55,James Jones,0.5052419108947337
FE-F-005,Fintech Engineer,708,Melissa Deleon,0.5031902577221192
FE-F-005,Fintech Engineer,293,Katelyn Hopkins,0.5029338482973083
FE-F-005,Fintech Engineer,850,Lori Lopez DDS,0.5029338482973083
FE-F-007,Fintech Engineer,850,Lori Lopez DDS,0.5239948651548363
FE-F-007,Fintech Engineer,293,Katelyn Hopkins,0.5239948651548363
FE-F-007,Fintech Engineer,727,Ryan Mason,0.5119731784064087
FE-F-009,Fintech Engineer,850,Lori Lopez DDS,0.5079700750048727
FE-F-009,Fintech Engineer,293,Katelyn Hopkins,0.5079700750048727
JD-JAVA-017,Java Developer,132,Rebecca Reynolds,0.5247944708967257
JD-JAVA-017,Java Developer,836,Larry Moreno,0.5244916880354893
JD-JAVA-017,Java Developer,791,Kimberly Clark,0.5243469795527678
JD-JAVA-017,Java Developer,899,Margaret Price,0.5243469795527678
ML-E1,Machine Learning Engineer - Experienced,558,Jessica Campbell,0.5138558830862539
ML-E1,Machine Learning Engineer - Experienced,877,James Pruitt,0.5062599956430924
ML-E1,Machine Learning Engineer - Experienced,452,William Parker V,0.5032150183662722
ML-E1,Machine Learning Engineer - Experienced,378,Jacob White,0.5032150183662722
ML-E1,Machine Learning Engineer - Experienced,404,Gregg Barber,0.5022659134974701
SEO-005,SEO Specialist,886,David Tran,0.5150502105086727
SD006,Software Developer - Entry Level,67,Brittney Mccormick,0.5185104550406308
SD006,Software Developer - Entry Level,515,John Braun,0.5185104550406308
SD006,Software Developer - Entry Level,294,Jeremy Shaw,0.5185104550406308
SD006,Software Developer - Entry Level,527,Mary Abbott,0.5182672661676985
SD006,Software Developer - Entry Level,944,Michael Wilson,0.5182672661676985
SD008,Software Developer - Entry Level,293,Katelyn Hopkins,0.6275432200822135
SD008,Software Developer - Entry Level,850,Lori Lopez DDS,0.6275432200822135
SD008,Software Developer - Entry Level,727,Ryan Mason,0.6131458881337435
SD008,Software Developer - Entry Level,418,James Bell,0.586919395734767
SD008,Software Developer - Entry Level,918,Michael Jimenez,0.586919395734767
SE-F1,Software Engineer - Entry Level,516,Ryan Smith,0.5113242920300757
SE-F2,Software Engineer - Entry Level,132,Rebecca Reynolds,0.7022125696054644
SE-F2,Software Engineer - Entry Level,836,Larry Moreno,0.701807424462342
SE-F2,Software Engineer - Entry Level,791,Kimberly Clark,0.701613794153467
SE-F2,Software Engineer - Entry Level,899,Margaret Price,0.701613794153467
SE-F2,Software Engineer - Entry Level,661,Brenda Hall,0.6342470556020656
SE-F3,Software Engineer - Entry Level,341,Austin Saunders,0.5010015570141442
SE-F5,Software Engineer - Entry Level,341,Austin Saunders,0.5010015570141442
SE-F6,Software Engineer - Entry Level,341,Austin Saunders,0.5014152735122063
SE-F9,Software Engineer - Entry Level,341,Austin Saunders,0.5010015570141442
SE-E11,Software Engineer - Experienced,516,Ryan Smith,0.5517230561091527
SE-E11,Software Engineer - Experienced,673,Shane Burch,0.5356605153313371
SE-E11,Software Engineer - Experienced,177,Eric Mendez,0.5356605153313371
SE-E11,Software Engineer - Experienced,838,Cheryl Green,0.533937160149158
SE-E11,Software Engineer - Experienced,635,Edward Johnson,0.533937160149158
SE-E12,Software Engineer - Experienced,882,Cindy Hamilton,0.531065040048019
SE-E12,Software Engineer - Experienced,700,Ricky Alvarez,0.5208970619174782
SE-E12,Software Engineer - Experienced,331,James Murphy,0.5205527461807418
SE-E12,Software Engineer - Experienced,855,Michelle Baker,0.5205527461807418
SE-E12,Software Engineer - Experienced,715,Jacob Ferrell,0.5205527461807418
SE-E14,Software Engineer - Experienced,341,Austin Saunders,0.5010015570141442
SE-E15,Software Engineer - Experienced,882,Cindy Hamilton,0.531065040048019
SE-E15,Software Engineer - Experienced,700,Ricky Alvarez,0.5208970619174782
SE-E15,Software Engineer - Experienced,331,James Murphy,0.5205527461807418
SE-E15,Software Engineer - Experienced,855,Michelle Baker,0.5205527461807418
SE-E15,Software Engineer - Experienced,715,Jacob Ferrell,0.5205527461807418
SE-E18,Software Engineer - Experienced,516,Ryan Smith,0.5811369618139648
SE-E18,Software Engineer - Experienced,673,Shane Burch,0.5642180818736167
SE-E18,Software Engineer - Experienced,177,Eric Mendez,0.5642180818736167
SE-E18,Software Engineer - Experienced,635,Edward Johnson,0.5624028497864157
SE-E18,Software Engineer - Experienced,838,Cheryl Green,0.5624028497864157
SE-E20,Software Engineer - Experienced,341,Austin Saunders,0.5010015570141442
SE011,System Engineer - Virtualization,504,Alex Morgan,0.5094397819598566
SE011,System Engineer - Virtualization,458,Keith Hayes,0.5043073952100086
